,id,date,token_count
894,1204738850410680320,2019-12-11 12:24:59+00:00,31
895,1205046799821627392,2019-12-12 08:48:40+00:00,31
896,1205124572284104704,2019-12-12 13:57:42+00:00,15
897,1206242477365170176,2019-12-15 15:59:52+00:00,18
898,1206320906320171008,2019-12-15 21:11:31+00:00,21
899,1206483306205843456,2019-12-16 07:56:50+00:00,17
900,1206499899602276352,2019-12-16 09:02:46+00:00,29
901,1206529404576391168,2019-12-16 11:00:00+00:00,39
902,1206551981554372608,2019-12-16 12:29:43+00:00,14
903,1206557390805618688,2019-12-16 12:51:13+00:00,42
904,1206573782137266176,2019-12-16 13:56:21+00:00,33
905,1206618726612779008,2019-12-16 16:54:56+00:00,38
906,1207016059016040448,2019-12-17 19:13:48+00:00,30
907,1207328900612861952,2019-12-18 15:56:55+00:00,36
908,1207672458238709760,2019-12-19 14:42:06+00:00,19
909,1207717321487335424,2019-12-19 17:40:22+00:00,24
