,url,date,author,text,text_tokenised
0,"https://afdbundestag.de/leif-erik-holm-jamaika-koalitionaere-torpedieren-deutsche-energiesicherheit/
",2017-10-27,Leif-Erik Holm,"Lachhaft ist das Argument der Grünen, die Pipeline würde die Energiewende ausbremsen. Wir brauchen auch weiterhin grundlastfähige Kraftwerke. Mit Zappelstrom aus Wind- und Solarenergie können wir keine stabile Stromversorgung sicherstellen.","Lachhaft Argument Grünen , Pipeline Energiewende ausbremsen . brauchen weiterhin grundlastfähige Kraftwerke . Zappelstrom Wind- Solarenergie stabile Stromversorgung sicherstellen ."
1,"https://afdbundestag.de/leif-erik-holm-jamaika-koalitionaere-torpedieren-deutsche-energiesicherheit/
",2017-10-27,Leif-Erik Holm,"Es sollte auch aus Sicht grüner Betonköpfe logisch sein, dass Gaskraftwerke weniger sauberen Kohlekraftwerken vorzuziehen sind. Mit ihrer ideologisch verbrämten Kritik an der Gastraße machen die angehenden Jamaika-Koalitionäre deutlich, dass sie den energiepolitischen Unsinn der vergangenen Jahre auf Kosten der Stromverbraucher fortsetzen wollen.","Sicht grüner Betonköpfe logisch , Gaskraftwerke sauberen Kohlekraftwerken vorzuziehen . ideologisch verbrämten Kritik Gastraße angehenden Jamaika-Koalitionäre deutlich , energiepolitischen Unsinn Kosten Stromverbraucher fortsetzen ."
2,"https://afdbundestag.de/leif-erik-holm-jamaika-koalitionaere-torpedieren-deutsche-energiesicherheit/
",2017-10-27,Leif-Erik Holm,"Offensichtlich ist noch nicht durchgedrungen, dass das planwirtschaftliche Experiment Energiewende krachend gescheitert ist. Die Strompreise erreichen jährlich neue Rekordwerte und unsere Landschaft wird mit immer mehr und immer größeren Monsteranlagen zugepflastert.","Offensichtlich durchgedrungen , planwirtschaftliche Experiment Energiewende krachend gescheitert . Strompreise erreichen jährlich Rekordwerte Landschaft größeren Monsteranlagen zugepflastert ."
3,"https://afdbundestag.de/gauland-weidel-jamaika-kommt-nicht-vom-fleck/
",2017-11-02,Gauland / Weidel,FDP und Union dürfen sich von den Grünen nicht kidnappen lassen und müssen sich gegen ihre absurden Forderungen vom Kohleausstieg bis hin zu den offenen Grenzen endlich durchsetzen. Andernfalls wird die kommende Regierung bereits jetzt zum Scheitern verurteilt sein.“,FDP Union Grünen kidnappen lassen absurden Forderungen Kohleausstieg offenen Grenzen durchsetzen . Andernfalls kommende Regierung Scheitern verurteilt . “
4,"https://afdbundestag.de/fraktionsvize-peter-felser-fordert-existenzsicherung-fuer-landwirte/
",2017-11-03,,"„Anstatt ideologielastig über klimaneutrale Landwirtschaft, Düngevorschriften und Ökowende zu diskutieren, sollten vor allem die Grünen sich Gedanken zur Existenzsicherung der 275.000 landwirtschaftlichen Betriebe in Deutschland machen“, sagte Felser. Deren Zahl sei seit 2010 um fast zehn Prozent geschrumpft.","„ Anstatt ideologielastig klimaneutrale Landwirtschaft , Düngevorschriften Ökowende diskutieren , Grünen Gedanken Existenzsicherung 275.000 landwirtschaftlichen Betriebe Deutschland “ , Felser . Zahl 2010 fast Prozent geschrumpft ."
5,"https://afdbundestag.de/alexander-gauland-klimaschutz-als-deckmantel-fuer-staatliche-abzocke/
",2017-11-06,Alexander Gauland,"Klimaschutz als Deckmantel für staatliche Abzocke Berlin, 6. November 2017.","Klimaschutz Deckmantel staatliche Abzocke Berlin , 6. November 2017."
6,"https://afdbundestag.de/alexander-gauland-klimaschutz-als-deckmantel-fuer-staatliche-abzocke/
",2017-11-06,Alexander Gauland,"politischen Eliten der Altparteien inzwischen sind. Um vorgeblich das völlig willkürlich gesteckte Ziel einer Reduktion der deutschen Treibhausgasemissionen um 40 Prozent zu verwirklichen, sollen mal wieder die einfachen Bürger zur Kasse gebeten werden.","politischen Eliten Altparteien inzwischen . vorgeblich völlig willkürlich gesteckte Ziel Reduktion deutschen Treibhausgasemissionen 40 Prozent verwirklichen , mal einfachen Bürger Kasse gebeten ."
7,"https://afdbundestag.de/alexander-gauland-klimaschutz-als-deckmantel-fuer-staatliche-abzocke/
",2017-11-06,Alexander Gauland,"Wer, wie Frau Krautzenberger, hingegen mit dem vom Steuerzahler finanzierten Dienstwagen unterwegs ist, ist davon freilich nicht betroffen. Solche Vorhaben schaden lediglich dem Wirtschaftsstandort Deutschland und der breiten Bevölkerung. Eine Reduzierung des CO2-Ausstoßes wird damit kaum erreicht. Sie wäre auch ohnehin völlig unmaßgeblich.",", Krautzenberger , hingegen Steuerzahler finanzierten Dienstwagen unterwegs , freilich betroffen . Vorhaben schaden lediglich Wirtschaftsstandort Deutschland breiten Bevölkerung . Reduzierung CO2-Ausstoßes erreicht . ohnehin völlig unmaßgeblich ."
8,"https://afdbundestag.de/alexander-gauland-klimaschutz-als-deckmantel-fuer-staatliche-abzocke/
",2017-11-06,Alexander Gauland,"Der Anteil des gesamten Verkehrs - inklusive Bus, Bahn, Flugzeug und Schifffahrt - an den gesamten deutschen CO2-Emissionen liegt bei nicht mal 20 Prozent. Der Anteil Deutschlands an den weltweiten CO2-Emissionen liegt bei etwa zwei Prozent. Das zeigt die ganze Widersinnigkeit solcher Forderungen.","Anteil gesamten Verkehrs - inklusive Bus , Bahn , Flugzeug Schifffahrt - gesamten deutschen CO2-Emissionen liegt mal 20 Prozent . Anteil Deutschlands weltweiten CO2-Emissionen liegt Prozent . zeigt Widersinnigkeit Forderungen ."
9,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"Deutsche Klimapolitik ist sozial ungerecht, wirtschaftsfeindlich und gefährlich Berlin, 6. November 2017. Zum Auftakt der heute in Bonn beginnenden Klimakonferenz wird wie so oft in der Vergangenheit ein noch stärkerer Ausbau der erneuerbaren Energien gefordert.","Deutsche Klimapolitik sozial ungerecht , wirtschaftsfeindlich gefährlich Berlin , 6. November 2017. Auftakt Bonn beginnenden Klimakonferenz Vergangenheit stärkerer Ausbau erneuerbaren Energien gefordert ."
10,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"Inzwischen werden sogar gänzlich widersinnige Vergleiche mit dem angeblichen Klimawunderland China gezogen, hinter dem Deutschland zurückbleiben würde.","Inzwischen sogar gänzlich widersinnige Vergleiche angeblichen Klimawunderland China gezogen , Deutschland zurückbleiben ."
11,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"Stephan Brandner, Bundestagsabgeordneter und Vorsitzender der AfD-Landesgruppe Thüringen, fehlen die kritischen Stimmen, die auf die zahlreichen Verfehlungen der letzten Jahre hinweisen: „Die deutsche Klimapolitik ist teuer, unsozial, hochgradig wirtschaftsfeindlich und gefährlich.","Stephan Brandner , Bundestagsabgeordneter Vorsitzender AfD-Landesgruppe Thüringen , fehlen kritischen Stimmen , zahlreichen Verfehlungen letzten hinweisen : „ deutsche Klimapolitik teuer , unsozial , hochgradig wirtschaftsfeindlich gefährlich ."
12,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"In den vergangenen Jahren ist es nicht gelungen, den mantrahaft beschworenen CO2-Ausstoß zu senken. Trotzdem und stattdessen sind aber die Strompreise auf Rekordhöhe gestiegen.","gelungen , mantrahaft beschworenen CO2-Ausstoß senken . stattdessen Strompreise Rekordhöhe gestiegen ."
13,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"Wir brauchen eine ernsthafte Diskussion hinsichtlich Versorgungssicherheit und Umweltschutz, vor allem aber mit Blick auf die Bezahlbarkeit. Es steht zu befürchten, dass auf der Bonner Klimakonferenz davon nichts und stattdessen quasireligiöses Geschwafel zu hören sein wird.","brauchen ernsthafte Diskussion hinsichtlich Versorgungssicherheit Umweltschutz , Blick Bezahlbarkeit . steht befürchten , Bonner Klimakonferenz stattdessen quasireligiöses Geschwafel hören ."
14,"https://afdbundestag.de/stephan-brandner-deutsche-klimapolitik-ist-sozial-ungerecht-wirtschaftsfeindlich-und-gefaehrlich/
",2017-11-06,Stephan Brandner,"Wenn ich höre, dass China in Umweltfragen weiter sei, als Deutschland, dann wird klar, dass es nur um einen blinden Ausbau der Erneuerbaren gehen wird - ohne aber den Nutzen zu prüfen. Wenn die 25.000 Leute, die in Bonn erwartet werden, zu Hause geblieben wären, hätte es dem Klima mehr genutzt.“","höre , China Umweltfragen , Deutschland , klar , blinden Ausbau Erneuerbaren - Nutzen prüfen . 25.000 Leute , Bonn erwartet , Hause geblieben wären , Klima genutzt . “"
15,"https://afdbundestag.de/steffen-kotre-nutzlose-klimakonferenz-cop-23-kostet-uns-117-millionen-euro/
",2017-11-07,Steffen Kotré,"Nutzlose Klimakonferenz COP 23 kostet uns 117 Millionen Euro Berlin, 7. November 2017. Der AfD-Bundestagsabgeordnete Steffen Kotré bezweifelt den Nutzen der Klimakonferenz in Bonn und kritisiert die hohen Kosten für die Steuerzahler: „Die Klimakonferenz in Bonn COP 23 kostet die deutschen Steuerzahler rund 117 Millionen Euro.","Nutzlose Klimakonferenz COP 23 kostet 117 Millionen Euro Berlin , 7. November 2017. AfD-Bundestagsabgeordnete Steffen Kotré bezweifelt Nutzen Klimakonferenz Bonn kritisiert hohen Kosten Steuerzahler : „ Klimakonferenz Bonn COP 23 kostet deutschen Steuerzahler 117 Millionen Euro ."
16,"https://afdbundestag.de/steffen-kotre-nutzlose-klimakonferenz-cop-23-kostet-uns-117-millionen-euro/
",2017-11-07,Steffen Kotré,"Teilnehmer sind überwiegend NGO‘s aus Nehmerländern, die weitere Gelder bekommen wollen. Doch Tatsache ist: Bisher haben noch keine Konferenzen und Maßnahmen irgendetwas am Klima verändert. Ohne wissenschaftliche Grundlage wird behauptet, dass die Reduzierung der CO2-Emission das Klima retten könnte.","Teilnehmer überwiegend NGO ‘ s Nehmerländern , Gelder bekommen . Tatsache : Konferenzen Maßnahmen irgendetwas Klima verändert . wissenschaftliche Grundlage behauptet , Reduzierung CO2-Emission Klima retten ."
17,"https://afdbundestag.de/steffen-kotre-nutzlose-klimakonferenz-cop-23-kostet-uns-117-millionen-euro/
",2017-11-07,Steffen Kotré,"Der Weltklimarat IPCC nutzt dazu Computermodelle, die die Realität aber nicht abbilden können. Zahlreiche Untergangsszenarien sind nicht eingetreten. So bleibt zum Beispiel die globale Mitteltemperatur - eine rein statistische Größe - weitgehend stabil. Klimahysterie und Alarmismus helfen nicht weiter, um komplexe Probleme zu lösen.","Weltklimarat IPCC nutzt Computermodelle , Realität abbilden . Zahlreiche Untergangsszenarien eingetreten . bleibt globale Mitteltemperatur - rein statistische Größe - weitgehend stabil . Klimahysterie Alarmismus helfen , komplexe Probleme lösen ."
18,"https://afdbundestag.de/steffen-kotre-nutzlose-klimakonferenz-cop-23-kostet-uns-117-millionen-euro/
",2017-11-07,Steffen Kotré,"Weitere Belastungen der Stromkunden und der Wirtschaft oder gar eine ‚Dekarbonisierung‘ führen nur dazu, dass Deutschland im Wettbewerb weiter zurückfällt und die Bürger weiter geschröpft werden. Deshalb Schluss mit dem Klimazirkus, Schluss mit der Finanzierung von Pseudowissenschaft und sofortiger Ausstieg aus dem Pariser Abkommen.“","Belastungen Stromkunden Wirtschaft ‚ Dekarbonisierung ‘ führen , Deutschland Wettbewerb zurückfällt Bürger geschröpft . Schluss Klimazirkus , Schluss Finanzierung Pseudowissenschaft sofortiger Ausstieg Pariser Abkommen . “"
19,"https://afdbundestag.de/alexander-gauland-gruenen-irrsinn-zur-de-industrialisierung-deutschlands-stoppen/
",2017-11-08,Alexander Gauland,"Grünen-Irrsinn zur De-Industrialisierung Deutschlands stoppen Berlin, 8. November 2017. Das Bundeswirtschaftsministerium hat die Jamaika-Sondierer gewarnt, die sogenannten Klimaziele der Vorgängerregierung weiterzuverfolgen, da dies unmöglich und zugleich extrem wirtschaftsschädlich wäre.","Grünen-Irrsinn De-Industrialisierung Deutschlands stoppen Berlin , 8. November 2017. Bundeswirtschaftsministerium Jamaika-Sondierer gewarnt , sogenannten Klimaziele Vorgängerregierung weiterzuverfolgen , unmöglich extrem wirtschaftsschädlich ."
20,"https://afdbundestag.de/alexander-gauland-gruenen-irrsinn-zur-de-industrialisierung-deutschlands-stoppen/
",2017-11-08,Alexander Gauland,"Der AfD-Fraktionsvorsitzende Alexander Gauland pflichtet dem bei: „Die sogenannten Klimaziele sind nichts anderes als ein nationaler Alleingang zur Senkung der deutschen CO2-Emissionen um einen willkürlich bestimmten Wert. Um diesen zu erreichen, sind nach Angaben des BDI allein Mehrinvestitionen in Höhe von mindestens 1,5 Billionen Euro nötig.","AfD-Fraktionsvorsitzende Alexander Gauland pflichtet : „ sogenannten Klimaziele anderes nationaler Alleingang Senkung deutschen CO2-Emissionen willkürlich bestimmten Wert . erreichen , Angaben BDI Mehrinvestitionen Höhe mindestens 1,5 Billionen Euro nötig ."
21,"https://afdbundestag.de/alexander-gauland-gruenen-irrsinn-zur-de-industrialisierung-deutschlands-stoppen/
",2017-11-08,Alexander Gauland,"Bei einem deutschen Anteil von gerade einmal etwa zwei Prozent an den weltweiten CO2-Emissionen ist dieser Plan für das Erdklima völlig ohne Belang und daher reine Augenwischerei. Klimarelevanter Umweltschutz kann, wenn überhaupt, nur auf globaler Ebene erfolgen.","deutschen Anteil Prozent weltweiten CO2-Emissionen Plan Erdklima völlig Belang reine Augenwischerei . Klimarelevanter Umweltschutz , , globaler Ebene erfolgen ."
22,"https://afdbundestag.de/alexander-gauland-gruenen-irrsinn-zur-de-industrialisierung-deutschlands-stoppen/
",2017-11-08,Alexander Gauland,"Der industrielle Sektor ist der Garant für den deutschen Wohlstand, ohne den es auch keine soziale Gerechtigkeit geben kann. Überhasteter Kohleausstieg, Verbot des Verbrennungsmotors und weitere unrealistische Vorhaben führen letztlich jedoch unweigerlich zur De-Industrialisierung Deutschlands.","industrielle Sektor Garant deutschen Wohlstand , soziale Gerechtigkeit geben . Überhasteter Kohleausstieg , Verbot Verbrennungsmotors unrealistische Vorhaben führen letztlich unweigerlich De-Industrialisierung Deutschlands ."
23,"https://afdbundestag.de/enrico-komning-energiewende-kostet-tausende-jobs-in-deutschland/
",2017-11-17,Enrico Komning,"Energiewende kostet tausende Jobs in Deutschland Berlin, 17. November 2017. Der deutsche Mischkonzern Siemens plant, weltweit in seiner Kraftwerkssparte insgesamt 6.900 Arbeitsplätze zu streichen. Betroffen sind davon in der Bundesrepublik vor allem die ostdeutschen Werke in Görlitz, Leipzig und Erfurt, die offenbar sogar vor der Schließung stehen.","Energiewende kostet tausende Jobs Deutschland Berlin , 17. November 2017. deutsche Mischkonzern Siemens plant , weltweit Kraftwerkssparte insgesamt 6.900 Arbeitsplätze streichen . Betroffen Bundesrepublik ostdeutschen Werke Görlitz , Leipzig Erfurt , offenbar sogar Schließung stehen ."
24,"https://afdbundestag.de/enrico-komning-energiewende-kostet-tausende-jobs-in-deutschland/
",2017-11-17,Enrico Komning,"Dazu der AfD Bundestagsabgeordnete Enrico Komning: „Die völlig verfehlte Energiewende zeigt immer mehr ihr wahres Gesicht. Nicht nur, dass die Bürger mit immer weiter aberwitzig steigenden Strompreisen belastet werden, fallen jetzt allein in Deutschland auch noch nahezu 4.000 Arbeitsplätze im Kraftwerksturbinenbau weg.","AfD Bundestagsabgeordnete Enrico Komning : „ völlig verfehlte Energiewende zeigt wahres Gesicht . , Bürger aberwitzig steigenden Strompreisen belastet , fallen Deutschland nahezu 4.000 Arbeitsplätze Kraftwerksturbinenbau weg ."
25,"https://afdbundestag.de/enrico-komning-energiewende-kostet-tausende-jobs-in-deutschland/
",2017-11-17,Enrico Komning,"Dies ist nach dem Kahlschlag bei den Windradherstellern in den vergangenen Jahren die nächste Hiobsbotschaft insbesondere auch für ostdeutsche Arbeitnehmer, die wieder einmal durch gebrochene Versprechen in die Röhre kucken müssen. Die Mär vom grünen Job-Motor Energiewende kann damit endgültig ad acta gelegt werden.","Kahlschlag Windradherstellern nächste Hiobsbotschaft insbesondere ostdeutsche Arbeitnehmer , gebrochene Versprechen Röhre kucken . Mär grünen Job-Motor Energiewende endgültig ad acta gelegt ."
26,"https://afdbundestag.de/rede-im-bundestag-21-11-2017-mdb-tino-chrupalla-14-15-uhr-14-20-uhr-zur-aktuellen-stunde/
",2017-11-22,,"Sie alle, wie Sie hier vor mir sitzen, haben sich der Klimaschutz-Ideologie verschrieben, und ohne Rücksicht auf Verluste die Energiewende durchgedrückt.",", sitzen , Klimaschutz-Ideologie verschrieben , Rücksicht Verluste Energiewende durchgedrückt ."
27,"https://afdbundestag.de/rede-im-bundestag-21-11-2017-mdb-tino-chrupalla-14-15-uhr-14-20-uhr-zur-aktuellen-stunde/
",2017-11-22,,"Am heuchlerischsten ist die SPD, die ausgerechnet zum Thema Siemens eine „aktuelle Stunde“ einläutet. Unter Ihrer Ägide wollte Deutschland Vorreiter in Sachen globale Energiewende werden — allerdings ohne ein sauberes Konzept auszuarbeiten, wie dieser Wandel langfristig von statten gehen soll. Betriebe müssen Planungssicherheit haben.","heuchlerischsten SPD , ausgerechnet Thema Siemens „ aktuelle Stunde “ einläutet . Ägide Deutschland Vorreiter Sachen globale Energiewende — sauberes Konzept auszuarbeiten , Wandel langfristig statten . Betriebe Planungssicherheit ."
28,"https://afdbundestag.de/rede-im-bundestag-21-11-2017-mdb-tino-chrupalla-14-15-uhr-14-20-uhr-zur-aktuellen-stunde/
",2017-11-22,,"Eine der treibenden Kräfte in Sachen Energiewende waren die SPD-geführten Gewerkschaften, allen voran die IG Metall, die sich sehr früh für den Klimaschutz stark machten.","treibenden Kräfte Sachen Energiewende SPD-geführten Gewerkschaften , voran IG Metall , früh Klimaschutz stark machten ."
29,"https://afdbundestag.de/rede-im-bundestag-21-11-2017-mdb-tino-chrupalla-14-15-uhr-14-20-uhr-zur-aktuellen-stunde/
",2017-11-22,,"Die Menschen in Deutschland haben Ihnen bei der Wahl einen Denkzettel verpasst, weil sie Ihre Inkompetenz durchschauen. Glücklicherweise geben Sie es ja inzwischen selbst zu: die Energiewende ist eine Farce. Ich zitiere die Aussage eines Fachmanns, die am Wochenende in der Sächsischen Zeitung zu lesen war.","Menschen Deutschland Wahl Denkzettel verpasst , Inkompetenz durchschauen . Glücklicherweise geben inzwischen : Energiewende Farce . zitiere Aussage Fachmanns , Wochenende Sächsischen Zeitung lesen ."
30,"https://afdbundestag.de/kleine-anfrage-zu-den-kosten-der-energiewende/
",2017-11-24,,Kleine Anfrage zu den Kosten der Energiewende Antwort der Bundesregierung (Drucksache 19/285),Anfrage Kosten Energiewende Antwort Bundesregierung ( Drucksache 19 / 285 )
31,"https://afdbundestag.de/marc-bernhard-energiewende-vor-kostenexplosion-die-zeche-zahlen-die-buerger/
",2017-12-01,Marc Bernhard,"Energiewende vor Kostenexplosion - die Zeche zahlen die Bürger! Berlin, 1. Dezember 2017. „Auch wenn die GroKo in die Verlängerung gehen sollte, bei der sogenannten Energiewende darf es kein Weiter-so mehr geben! Denn die Energiewende kostet nach neuesten Studien weitere 2000 Milliarden Euro!","Energiewende Kostenexplosion - Zeche zahlen Bürger ! Berlin , 1. Dezember 2017. „ GroKo Verlängerung , sogenannten Energiewende Weiter-so geben ! Energiewende kostet neuesten Studien 2000 Milliarden Euro !"
32,"https://afdbundestag.de/marc-bernhard-energiewende-vor-kostenexplosion-die-zeche-zahlen-die-buerger/
",2017-12-01,Marc Bernhard,"Mit diesem durchschnittlichen Strompreis für private Haushalte ist Deutschland zusammen mit Dänemark Spitze in Europa. Dass es auch anders geht, sieht man in Finnland, Tschechien oder Frankreich: Dort kostet der Strom gerade einmal die Hälfte. Der Grund: Die deutsche Energiewende und ihr Hauptinstrument, des Erneuerbare-Energien-Gesetz (EEG)!","durchschnittlichen Strompreis private Haushalte Deutschland Dänemark Spitze Europa . , sieht Finnland , Tschechien Frankreich : kostet Strom Hälfte . Grund : deutsche Energiewende Hauptinstrument , Erneuerbare-Energien-Gesetz ( EEG ) !"
33,"https://afdbundestag.de/marc-bernhard-energiewende-vor-kostenexplosion-die-zeche-zahlen-die-buerger/
",2017-12-01,Marc Bernhard,"Der Jurist und Betriebswirt Bernhard warnt davor, dass es noch viel schlimmer kommen wird: Etwa 25.000 Euro muss eine vierköpfige Familie in Deutschland bis 2025 allein an Subventionen für „Ökostrom“ zahlen, wenn das erklärte Ziel der deutschen Energiewende, 85% Minderung des CO2-Ausstoßes bis 2050 verwirklicht werden soll.","Jurist Betriebswirt Bernhard warnt , schlimmer : 25.000 Euro vierköpfige Familie Deutschland 2025 Subventionen „ Ökostrom “ zahlen , erklärte Ziel deutschen Energiewende , 85 % Minderung CO2-Ausstoßes 2050 verwirklicht ."
34,"https://afdbundestag.de/marc-bernhard-energiewende-vor-kostenexplosion-die-zeche-zahlen-die-buerger/
",2017-12-01,Marc Bernhard,Trotz all dieser Opfer und Mühen ist der heutige CO2-Ausstoß in Deutschland kaum geringer als im Jahr 2000 und auf demselben Niveau wie 2009.,Trotz all Opfer Mühen heutige CO2-Ausstoß Deutschland geringer 2000 Niveau 2009.
35,"https://afdbundestag.de/marc-bernhard-energiewende-vor-kostenexplosion-die-zeche-zahlen-die-buerger/
",2017-12-01,Marc Bernhard,"„Die einfachen Leute, die Familien, die am meisten Strom brauchen, zahlen für etwas, das keinen Sinn macht - für eine Energiewende, die ihrem Ziel, CO2 einzusparen, seit 2009 kein Bisschen näher gekommen ist.“, fasst Marc Bernhard zusammen. „Es bleibt nur eins: Das EEG muss gestoppt werden, so schnell wie möglich!“","„ einfachen Leute , Familien , meisten Strom brauchen , zahlen , Sinn - Energiewende , Ziel , CO2 einzusparen , 2009 Bisschen näher gekommen . “ , fasst Marc Bernhard . „ bleibt eins : EEG gestoppt , schnell ! “"
36,"https://afdbundestag.de/martin-reichardt-kinderfreundliche-gesellschaft-und-erhalt-des-staatsvolks-als-staatsziel-in-das-grundgesetz-aufnehmen/
",2017-12-06,Martin Reichardt,"2 Kindern je Frau schrumpft die einheimische Bevölkerung nicht mehr. Der Staat muss sicherstellen, dass es deutlich mehr Familien möglich ist zwei oder mehr Kinder zu bekommen. Dazu der Sprecher der AfD-Landesgruppe Sachsen-Anhalt im Deutschen Bundestag, Martin Reichardt: „Wir sind nicht vom Klimawandel bedroht, sondern vom Demographischen Wandel.","2 Kindern schrumpft einheimische Bevölkerung . Staat sicherstellen , deutlich Familien Kinder bekommen . Sprecher AfD-Landesgruppe Sachsen-Anhalt Deutschen Bundestag , Martin Reichardt : „ Klimawandel bedroht , Demographischen Wandel ."
37,"https://afdbundestag.de/marc-bernhard-energiewende-mit-neuem-negativrekord-eeg-abschaffen/
",2018-01-08,Marc Bernhard,"Energiewende mit neuem Negativrekord - EEG abschaffen! Berlin, 8. Januar 2018. Es war deutschlandweit in den Nachrichten: Die Lobbyisten von „AGORA Energiewende“ jubilieren über einen neuen Rekord beim Anteil der sogenannten Erneuerbaren Energien an der Gesamt-Stromproduktion an Neujahr.","Energiewende neuem Negativrekord - EEG abschaffen ! Berlin , 8. Januar 2018. deutschlandweit Nachrichten : Lobbyisten „ AGORA Energiewende “ jubilieren Rekord Anteil sogenannten Erneuerbaren Energien Gesamt-Stromproduktion Neujahr ."
38,"https://afdbundestag.de/marc-bernhard-energiewende-mit-neuem-negativrekord-eeg-abschaffen/
",2018-01-08,Marc Bernhard,"Dann müssen die anderen, konventionellen Stromerzeuger mit negativen Strompreisen zu maximaler Drosselung gezwungen werden. Das offenbart den ganzen Wahnsinn unserer sogenannten Energiewende.",", konventionellen Stromerzeuger negativen Strompreisen maximaler Drosselung gezwungen . offenbart Wahnsinn sogenannten Energiewende ."
39,"https://afdbundestag.de/jochen-haug-sondierungsergebnisse-der-groko-lassen-die-entscheidenden-themen-aus/
",2018-01-19,Jochen Haug,"Keine Maßnahmen jedoch gegen die kalte Progression durch europäische Nullzins- und Inflationspolitik, steigende Energiepreise durch eine planwirtschaftliche Energiewende, keine zügige Abschaffung des Solidaritätszuschlages. Es droht die teuerste Regierung seit Bestehen der Bundesrepublik.","Maßnahmen kalte Progression europäische Nullzins- Inflationspolitik , steigende Energiepreise planwirtschaftliche Energiewende , zügige Abschaffung Solidaritätszuschlages . droht teuerste Regierung Bestehen Bundesrepublik ."
40,"https://afdbundestag.de/paul-hampel-heftige-gegenwinde/
",2018-01-26,Paul Hampel,"Hampel weiß, dass die Energiewende das Land spaltet: „Eben aus diesem Grund muss endlich die politisch angestoßene Entmündigung der Bürger gestoppt werden, müssen auch Politiker in den Stadträten und Kreistagen aufhören, sich von Öko-Investoren bequatschen zu lassen und müssen die Menschen in Niedersachsen aufgeklärt werden, wes Geistes Kind die","Hampel weiß , Energiewende Land spaltet : „ Grund politisch angestoßene Entmündigung Bürger gestoppt , Politiker Stadträten Kreistagen aufhören , Öko-Investoren bequatschen lassen Menschen Niedersachsen aufgeklärt , wes Geistes Kind"
41,"https://afdbundestag.de/leif-erik-holm-groko-setzt-energiepolitische-geisterfahrt-fort/
",2018-02-08,Leif-Erik Holm,"Und dass die Bundesregierung nun auch noch ihre gefloppte und planwirtschaftliche Energiewende ins Ausland exportieren will, muss für unsere Nachbarn wie eine Drohung klingen. Die AfD-Fraktion im Bundestag setzt sich für eine Abschaffung der EEG-Zwangsumlage, den Stopp des ungezügelten Ausbaus der Windkraft und eine Senkung der Strompreise ein.","Bundesregierung gefloppte planwirtschaftliche Energiewende Ausland exportieren , Nachbarn Drohung klingen . AfD-Fraktion Bundestag setzt Abschaffung EEG-Zwangsumlage , Stopp ungezügelten Ausbaus Windkraft Senkung Strompreise ."
42,"https://afdbundestag.de/kleine-anfrage-zu-der-versorgungssicherheit-in-deutschland-in-zeiten-der-energiewende/
",2018-02-12,,Kleine Anfrage zu der Versorgungssicherheit in Deutschland in Zeiten der Energiewende Antwort der Bundesregierung (Drucksache 19/1104),Anfrage Versorgungssicherheit Deutschland Zeiten Energiewende Antwort Bundesregierung ( Drucksache 19 / 1104 )
43,"https://afdbundestag.de/alexander-gauland-diesel-fahrverbote-voellig-abwegig/
",2018-02-28,Alexander Gauland,"Sie kommen mit weniger Kraftstoff aus und produzieren deutlich weniger CO2. Hier wird eine Hochtechnologie, in der Deutschland weltweit führend ist, zerstört. So werden massiv Arbeitsplätze in Deutschland gefährdet. Aber nicht nur die große Industrie ist betroffen.","Kraftstoff produzieren deutlich CO2. Hochtechnologie , Deutschland weltweit führend , zerstört . massiv Arbeitsplätze Deutschland gefährdet . Industrie betroffen ."
44,"https://afdbundestag.de/spaniel-diesel-unwissenschaftliche-beurteilungen-und-hysterie-bestimmen-die-debatte/
",2018-03-02,Dirk Spaniel,"Die deutschen Autohersteller benötigen den Dieselmotor, um die CO2-Vorgaben der Zukunft zu erfüllen. Sie zerstören die ökologisch und wirtschaftlich sinnvollste Antriebsform, den Dieselmotor, durch utopische Abgasvorschriften.“","deutschen Autohersteller benötigen Dieselmotor , CO2-Vorgaben Zukunft erfüllen . zerstören ökologisch wirtschaftlich sinnvollste Antriebsform , Dieselmotor , utopische Abgasvorschriften . “"
